Term,Source,Source_Subset,Domain,Concept_Term_Represents,Dimension_or_Cluster,WhichPole,Notes,Removed
aseptic,theasurus.com,,,sanitation,Dimension,clean,,
clean,theasurus.com,,,sanitation,Dimension,clean,,
cleaning,theasurus.com,,,sanitation,Dimension,clean,,
cleanly,theasurus.com,,,sanitation,Dimension,clean,,
cleanse,theasurus.com,,,sanitation,Dimension,clean,,
cleansed,theasurus.com,,,sanitation,Dimension,clean,,
cleansing,theasurus.com,,,sanitation,Dimension,clean,,
disinfect,theasurus.com,,,sanitation,Dimension,clean,,
disinfected,theasurus.com,,,sanitation,Dimension,clean,,
disinfecting,theasurus.com,,,sanitation,Dimension,clean,,
germ_free,theasurus.com,,,sanitation,Dimension,clean,primarily infectious,
germfree,theasurus.com,,,sanitation,Dimension,clean,primarily infectious,
hygiene,theasurus.com,,,sanitation,Dimension,clean,,
hygienic,theasurus.com,,,sanitation,Dimension,clean,,
pristine,theasurus.com,,,sanitation,Dimension,clean,,
pure,theasurus.com,,,sanitation,Dimension,clean,,
purer,theasurus.com,,,sanitation,Dimension,clean,,
purest,theasurus.com,,,sanitation,Dimension,clean,,
purified,theasurus.com,,,sanitation,Dimension,clean,,
purity,theasurus.com,,,sanitation,Dimension,clean,,
sanitary,theasurus.com,,,sanitation,Dimension,clean,,
sparkling_clean,theasurus.com,,,sanitation,Dimension,clean,,
speckless,theasurus.com,,,sanitation,Dimension,clean,,
spotless,theasurus.com,,,sanitation,Dimension,clean,,
sterile,theasurus.com,,,sanitation,Dimension,clean,,
sterilize,theasurus.com,,,sanitation,Dimension,clean,,
sterilized,theasurus.com,,,sanitation,Dimension,clean,,
sterilizing,theasurus.com,,,sanitation,Dimension,clean,,
tidier,theasurus.com,,,sanitation,Dimension,clean,,
tidiest,theasurus.com,,,sanitation,Dimension,clean,,
tidy,theasurus.com,,,sanitation,Dimension,clean,,
uncluttered,theasurus.com,,,sanitation,Dimension,clean,,
uncontaminated,theasurus.com,,,sanitation,Dimension,clean,,
unsoiled,theasurus.com,,,sanitation,Dimension,clean,,
unstained,theasurus.com,,,sanitation,Dimension,clean,,
untarnished,theasurus.com,,,sanitation,Dimension,clean,,
well_kept,theasurus.com,,,sanitation,Dimension,clean,,
afraid,,,,danger_safety,Dimensions,dangerous,,
alarm,,,,danger_safety,Dimensions,dangerous,,
alarmed,,,,danger_safety,Dimensions,dangerous,,
alarming,,,,danger_safety,Dimensions,dangerous,,
alarms,,,,danger_safety,Dimensions,dangerous,,
bloodcurdling,,,,danger_safety,Dimensions,dangerous,,
cowed,,,,danger_safety,Dimensions,dangerous,,
creepy,,,,danger_safety,Dimensions,dangerous,,
crisis,,,,danger_safety,Dimensions,dangerous,,
danger,,,,danger_safety,Dimensions,dangerous,,
dangerous,,,,danger_safety,Dimensions,dangerous,,
dangers,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
disturbing,,,,danger_safety,Dimensions,dangerous,,remove
doom,,,,danger_safety,Dimensions,dangerous,,
doomsday,,,,danger_safety,Dimensions,dangerous,,
eerie,,,,danger_safety,Dimensions,dangerous,,
fear,,,,danger_safety,Dimensions,dangerous,,
fearful,,,,danger_safety,Dimensions,dangerous,,
frightening,,,,danger_safety,Dimensions,dangerous,,
hazard,,,,danger_safety,Dimensions,dangerous,,
hazardous,,,,danger_safety,Dimensions,dangerous,,
horrific,,,,danger_safety,Dimensions,dangerous,,
horrified,,,,danger_safety,Dimensions,dangerous,,
horrify,,,,danger_safety,Dimensions,dangerous,,
horrifying,,,,danger_safety,Dimensions,dangerous,looking at w2v 1980 most similar,remove
in_a_panic,,,,danger_safety,Dimensions,dangerous,,
jumpy,,,,danger_safety,Dimensions,dangerous,,
menace,,,,danger_safety,Dimensions,dangerous,,
menaced,,,,danger_safety,Dimensions,dangerous,,
menacing,,,,danger_safety,Dimensions,dangerous,,
nightmare,,,,danger_safety,Dimensions,dangerous,,
nightmarish,,,,danger_safety,Dimensions,dangerous,,
panic,,,,danger_safety,Dimensions,dangerous,"remove? Maybe, symptom",remove
panicked,,,,danger_safety,Dimensions,dangerous,"remove? Maybe, symptom",remove
panicky,,,,danger_safety,Dimensions,dangerous,"remove? Maybe, symptom",remove
peril,,,,danger_safety,Dimensions,dangerous,,
perilous,,,,danger_safety,Dimensions,dangerous,,
petrified,,,,danger_safety,Dimensions,dangerous,,
precarious,,,,danger_safety,Dimensions,dangerous,,
risk,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
risky,,,,danger_safety,Dimensions,dangerous,,
scare,,,,danger_safety,Dimensions,dangerous,,
scared,,,,danger_safety,Dimensions,dangerous,,
scared_stiff,,,,danger_safety,Dimensions,dangerous,,
scares,,,,danger_safety,Dimensions,dangerous,,
scarier,,,,danger_safety,Dimensions,dangerous,,
scariest,,,,danger_safety,Dimensions,dangerous,,
scaring,,,,danger_safety,Dimensions,dangerous,,
scary,,,,danger_safety,Dimensions,dangerous,,
shaky,,,,danger_safety,Dimensions,dangerous,"remove? Maybe, symptom",remove
shocking,,,,danger_safety,Dimensions,dangerous,,remove
spine_chilling,,,,danger_safety,Dimensions,dangerous,,
spinechilling,,,,danger_safety,Dimensions,dangerous,,
spooked,,,,danger_safety,Dimensions,dangerous,remove?,
spookier,,,,danger_safety,Dimensions,dangerous,remove?,
spookiest,,,,danger_safety,Dimensions,dangerous,remove?,
spooking,,,,danger_safety,Dimensions,dangerous,remove?,
spooks,,,,danger_safety,Dimensions,dangerous,remove?,
spooky,,,,danger_safety,Dimensions,dangerous,remove?,
health_hazard,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
high_risk,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
harrowing,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
terrified,,,,danger_safety,Dimensions,dangerous,,
terrifying,,,,danger_safety,Dimensions,dangerous,,
terrorize,,,,danger_safety,Dimensions,dangerous,,
terrorized,,,,danger_safety,Dimensions,dangerous,,
threat,,,,danger_safety,Dimensions,dangerous,,
threaten,,,,danger_safety,Dimensions,dangerous,,
threatened,,,,danger_safety,Dimensions,dangerous,,
threatening,,,,danger_safety,Dimensions,dangerous,,
threatens,,,,danger_safety,Dimensions,dangerous,,
harmful,"w2v most similar, in 1980",,,danger_safety,Dimensions,dangerous,,
harmed,"w2v most stimilar, in 1981",,,danger_safety,Dimensions,dangerous,,
harming,"w2v most stimilar, in 1982",,,danger_safety,Dimensions,dangerous,,
harm,"w2v most stimilar, in 1982",,,danger_safety,Dimensions,dangerous,,
harms,"w2v most stimilar, in 1982",,,danger_safety,Dimensions,dangerous,,
treacherous,,,,danger_safety,Dimensions,dangerous,,
unsafe,,,,danger_safety,Dimensions,dangerous,,
violence,,,,danger_safety,Dimensions,dangerous,,
violent,,,,danger_safety,Dimensions,dangerous,,
violently,,,,danger_safety,Dimensions,dangerous,,
communicable,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
contagion,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
contagious,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
contagiously,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
contagiousness,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
contaminate,theasurus.com,,,sanitation,Dimension,dirty,,
contaminated,theasurus.com,,,sanitation,Dimension,dirty,,
contaminating,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
dirty,theasurus.com,,,sanitation,Dimension,dirty,,
endemic,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
filth,theasurus.com,,,sanitation,Dimension,dirty,,
filthy,theasurus.com,,,sanitation,Dimension,dirty,,
foul,theasurus.com,,,sanitation,Dimension,dirty,,
fouling,theasurus.com,,,sanitation,Dimension,dirty,,
fouls,theasurus.com,,,sanitation,Dimension,dirty,,
grimier,theasurus.com,,,sanitation,Dimension,dirty,,
grimiest,theasurus.com,,,sanitation,Dimension,dirty,,
grimy,theasurus.com,,,sanitation,Dimension,dirty,,
infect,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
infected,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
infecting,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
infectious,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
infects,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
inocuable,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
pandemic,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
pollute,theasurus.com,,,sanitation,Dimension,dirty,,
polluted,theasurus.com,,,sanitation,Dimension,dirty,,
pollutes,theasurus.com,,,sanitation,Dimension,dirty,,
polluting,theasurus.com,,,sanitation,Dimension,dirty,,
quarantine,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
quarantined,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
slimy,theasurus.com,,,sanitation,Dimension,dirty,,
soil,theasurus.com,,,sanitation,Dimension,dirty,,
soiled,theasurus.com,,,sanitation,Dimension,dirty,,
soiling,theasurus.com,,,sanitation,Dimension,dirty,,
soils,theasurus.com,,,sanitation,Dimension,dirty,,
spread,theasurus.com,,,sanitation,Dimension,dirty," primarily infectious (Also - I wonder if these really are two separate concepts, even for non-infectious diseases.)",
spreading,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
spreads,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
transmittable,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
unhygienic,theasurus.com,,,sanitation,Dimension,dirty,,
unsanitary,theasurus.com,,,sanitation,Dimension,dirty,,
unsterile,theasurus.com,,,sanitation,Dimension,dirty,,
unwashed,theasurus.com,,,sanitation,Dimension,dirty,,
virulent,theasurus.com,,,sanitation,Dimension,dirty,primarily infectious,
abhorrent,,,,disgust_emotion,Dimension,disgusting,,
aesthetically_displeasing,,,,disgust_emotion,Dimension,disgusting,,
badly_disfigured,,,,disgust_emotion,Dimension,disgusting,,
beastlier,,,,disgust_emotion,Dimension,disgusting,,
beastliest,,,,disgust_emotion,Dimension,disgusting,,
beastly,,,,disgust_emotion,Dimension,disgusting,,
creepier,,,,disgust_emotion,Dimension,disgusting,,
creepiest,,,,disgust_emotion,Dimension,disgusting,,
creepy,,,,disgust_emotion,Dimension,disgusting,,
decay,,,,disgust_emotion,Dimension,disgusting,,
decayed,,,,disgust_emotion,Dimension,disgusting,,
decaying,,,,disgust_emotion,Dimension,disgusting,,
decays,,,,disgust_emotion,Dimension,disgusting,,
decompose,,,,disgust_emotion,Dimension,disgusting,,
decomposed,,,,disgust_emotion,Dimension,disgusting,,
decomposes,,,,disgust_emotion,Dimension,disgusting,,
decomposing,,,,disgust_emotion,Dimension,disgusting,,
deform,,,,disgust_emotion,Dimension,disgusting,,
deformed,,,,disgust_emotion,Dimension,disgusting,,
deforming,,,,disgust_emotion,Dimension,disgusting,,
deforms,,,,disgust_emotion,Dimension,disgusting,,
disfigure,,,,disgust_emotion,Dimension,disgusting,,
disfigured,,,,disgust_emotion,Dimension,disgusting,,
disfigurement,,,,disgust_emotion,Dimension,disgusting,,
disfigures,,,,disgust_emotion,Dimension,disgusting,,
disfiguring,,,,disgust_emotion,Dimension,disgusting,,
disgust,,,,disgust_emotion,Dimension,disgusting,,
disgusted,,,,disgust_emotion,Dimension,disgusting,,
disgusting,Jones et al,,,disgust_emotion,Dimension,disgusting,,
disgusts,,,,disgust_emotion,Dimension,disgusting,,
eyesore,,,,disgust_emotion,Dimension,disgusting,,
eyesores,,,,disgust_emotion,Dimension,disgusting,,
fetid,,,,disgust_emotion,Dimension,disgusting,,
foul,,,,disgust_emotion,Dimension,disgusting,,
fouler,,,,disgust_emotion,Dimension,disgusting,,
foulest,,,,disgust_emotion,Dimension,disgusting,,
gross,,,,disgust_emotion,Dimension,disgusting,,
grosser,,,,disgust_emotion,Dimension,disgusting,,
grossest,,,,disgust_emotion,Dimension,disgusting,,
grotesque,,,,disgust_emotion,Dimension,disgusting,,
hideous,,,,disgust_emotion,Dimension,disgusting,,
hideously,,,,disgust_emotion,Dimension,disgusting,,
hideousness,,,,disgust_emotion,Dimension,disgusting,,
icky,,,,disgust_emotion,Dimension,disgusting,,
loathsome,Jones et al,,,disgust_emotion,Dimension,disgusting,,
monstrous,,,,disgust_emotion,Dimension,disgusting,,
mutilate,,,,disgust_emotion,Dimension,disgusting,remove? Trying to get disgusting to be less just about the body,remove
mutilated,,,,disgust_emotion,Dimension,disgusting,remove? Trying to get disgusting to be less just about the body,remove
mutilates,,,,disgust_emotion,Dimension,disgusting,remove? Trying to get disgusting to be less just about the body,remove
mutilating,,,,disgust_emotion,Dimension,disgusting,remove? Trying to get disgusting to be less just about the body,remove
nasty,,,,disgust_emotion,Dimension,disgusting,,
nauseate,,,,disgust_emotion,Dimension,disgusting,remove? Symptom,remove
nauseated,,,,disgust_emotion,Dimension,disgusting,remove? Symptom,remove
nauseates,,,,disgust_emotion,Dimension,disgusting,remove? Symptom,remove
nauseating,,,,disgust_emotion,Dimension,disgusting,remove? Symptom,remove
odious,,,,disgust_emotion,Dimension,disgusting,,
off_putting,,,,disgust_emotion,Dimension,disgusting,,
offensive,Jones et al,,,disgust_emotion,Dimension,disgusting,,
offputting,,,,disgust_emotion,Dimension,disgusting,,
